_id,name,sentence,cmd
3-64,소냐,뭔지는 나도 알아.,
3-65,레베카,네. 아무튼 평화의 사자 같은 겁니다. 에헴!,"SetSprite(0, ""rebecca_smile_2"");"
3-66,,갑자기 뿌듯한 표정을 짓는다.,
3-67,레베카,"그래서, 식량을 드릴 테니 의약품이랑 교환해줄 수 있을까요?","SetSprite(0, ""rebecca_smile_1"");"
3-68,소냐,식량??,"SetSprite(1, "" sonya_shock"");"
3-69,레베카,네. 물론 보급품이기는 하지만요!,"SetSprite(0, ""rebecca_smile_2"");"
3-70,소냐,하.. 우리도 적당히 가지고 있어. 관심 없어…,"SetSprite(0, ""rebecca_smile_1"");SetSprite(1, "" sonya_basic"");"
3-71,레베카,정말요? 쇼카콜라(독일제 초콜릿)도 있다구요!!!,"SetSprite(0, ""rebecca_smile_2"");"
3-72,레베카,"매일 맛없는 소련제 전투식량에 비스킷, 지겹지도 않으세요??",
3-73,소냐,절인 고기도 보드카에 찍어 먹으면 맛있어…,
3-74,,… 쇼카콜라는 솔직히 끌리긴 한다.,
3-75,레베카,지금 교환하면 쇼카콜라 2개 더 드릴게요! 저희는 진통제랑 붕대만 있으면 됩니다.,"SetSprite(0, ""rebecca_smile_1"");"
3-76,,유대인 아니랄까 봐 이 순간에도 흥정이라니.,
3-77,소냐,"그럼, 교환할 물건은 가져왔어??",
3-78,레베카,아뇨! 요청에 응하면 다시 가져올 거에요.,"SetSprite(0, ""rebecca_smile_2"");"
3-79,레베카,중사님이 절 죽이고 빼앗아 갈 수도 있는 거잖아요.,
3-80,,웃는 얼굴로 무시무시한 말을 하는군.,
3-81,소냐,그럼 우리 전차로 와서 교환하면 되겠네!,"SetSprite(1, "" sonya_smile_1"");"
3-82,소냐,같이 가자구.,
3-83,레베카,아니요. 저는 여기서 대기하고 있겠습니다.,"SetSprite(0, ""rebecca_basic"");"
3-84,레베카,"물론, 여기도 우리 전차에서 보이는 위치니까 다른 마음먹지 않기를 바라요.","SetSprite(1, "" sonya_basic"");"
3-85,,완전히 농락당한 기분이다…,
3-86,소냐,알았어. 그럼 다녀올 테니까 여기서 꼼짝말고 기다리고 있어!!,"SetSprite(1, "" sonya_angry"");"
3-87,레베카,네! 다녀오세요~,"SetSprite(0, ""rebecca_smile_1"");Wait(1.2);StopBGM(""bgm04"",3);"
4-1,,,"SetSprite(0, """");SetSprite(1, """");MakeTitle(""오후 5시. T-34 내부."");SetBackground(""t34_in_bottom""); SetDateTime(""1943.08.04 17:00"");"
4-2,소냐,… 라고 합니다. 어떻게 할까요?,"SetSprite(0, ""sonya_basic"");"
4-3,전차장,몇 가지만 좀 더 확인해보자.,
4-4,전차장,"레베카라는 그 민간인이 직접, 혼자 와서 한 말이 맞나?",
4-5,소냐,네. 맞아요.,
4-6,소냐,식료품과 의약품을 교환하자고 했습니다.,
4-7,소냐,독일군이 오면 저희가 쏠 게 뻔하니 혼자서 왔다고 했구요.,"PlayBGM(""bgm05"");"
4-8,전차장,"그리고, 지금은 폐가에서 우리 답변을 기다리고 있고?",
4-9,소냐,네. 맞습니다.,"SetSprite(1, ""michael_basic"");"
4-10,미하일,무슨 꿍꿍이일까요? 함정?,
4-11,소냐,그런 것치고는 너무 순수한 표정이었는데?,"SetSprite(0, ""sonya_smile_1"");"
4-12,미하일,"하긴, 누굴 속일 사람처럼은 안 보였습니다.","SetSprite(1, ""michael_smile"");"
4-13,전차장,아무튼 우리한테도 나쁜 이야기는 아니야.,
4-14,,조금 전까지 포탄을 주고받은 적에게서 물자를 얻을 생각을 하다니.,"SetSprite(0, """");SetSprite(1, """");"
4-15,,"대범하다고 해야 할까, 무모하다고 해야 할까.",
4-16,전차장,"좋아, 그럼 3시간 뒤에 폐가에서 다시 보자고 전달해.","SetSprite(0, ""sonya_basic"");"
4-17,전차장,"물론 민간인 혼자서 와야 하고, 물품을 서로 확인한 뒤 교환하는 게 조건이다.",
4-18,소냐,네! 그렇게 전하도록 하죠.,"SetSprite(0, ""sonya_smile_1"");"
4-19,소냐,"… 그런데, 왜 하필 3시간 뒤에 보는 거죠?","SetSprite(0, ""sonya_basic"");"
4-20,소냐,시간도 충분한데 지금 당장 교환하는 건?,
4-21,전차장,이유는 두 가지다.,
4-22,전차장,"첫째, 3시간 뒤면 완전히 밤이 되어 어두워진다.",
4-23,전차장,"적 전차에서 저격하기 어려워질 것이고, 우리에게 행동의 자유가 늘어나게 될 거다.",
4-24,소냐,아하. 두 번째 이유는요?,"SetSprite(0, ""sonya_smile_1"");"
4-25,전차장,"두 번째는... 약간 치사하지만,",
4-26,전차장,민간인을 납치해서 배제하는 방법도 고려할 수 있다는 것이다.,
4-27,전차장,"현재 대치 상황에서 가장 큰 걸림돌인 민간인을 제거한 후,",
4-28,전차장,적이 방심한 틈에 제대로 기습을 걸어 볼 수 있는 거다.,
4-29,소냐,역시 전차장님!! 치밀하면서도 치졸하군요!!,"SetSprite(0, ""sonya_smile_2"");"
4-30,소냐,그럼 가서 그렇게 전하고 오겠습니다!!,
4-31,전차장,납치한다는 말은 빼고 전하도록.,
4-32,소냐,넵!!,
4-33,,"<i><b> ""철컹"" </b></i>","SetSprite(0, """");PlaySFX(""hatch_open"");"
4-34,이리나,복귀했슴다.,"SetSprite(0, ""irina_basic"");"
4-35,소냐,응? 폐가에서 교대하는 거 아니었어?,"SetSprite(1, ""sonya_basic"");"
4-36,이리나,… 적이 있어서 우회해서 왔슴다.,
4-37,이리나,중사님은 근무지 이탈임다.,"SetSprite(1, ""sonya_shock"");"
4-38,소냐,아니야! 난 보고할 게 있어서 잠깐 자리를 비운 거… 뿐이야…,"SetSprite(1, ""sonya_angry"");"
4-39,이리나,군인에게 변명은 죄악임다!,"SetSprite(0, ""irina_angry"");"
4-40,이리나,얼른 복귀하십쇼.,
4-41,소냐,으… 알았어.,"SetSprite(0, ""irina_basic"");"
4-42,소냐,좀 있다가 교대해!,"SetSprite(1, ""sonya_basic"");"
4-43,,"<i><b> ""철컹"" </b></i>","SetSprite(0, """");SetSprite(1, """");PlaySFX(""hatch_open"");"
4-44,,해치를 다시 열고 뛰쳐나가는 포수의 모습이 점차 멀어진다.,
4-45,,저렇게 서두르지 않아도 될 텐데.,
4-46,전차장,"그래, 성과는 있었나?","SetSprite(0, ""irina_basic"");"
4-47,이리나,폐가 주변 지형은 대충 물색했슴다.,
4-48,이리나,"나무로 빼곡하긴 하지만, 기동할 길도 어느 정도는 있음다.",
4-49,이리나,그리고... 저녁으로 먹을 오리를 2마리 잡았슴다!,"SetSprite(0, ""irina_smile"");"
4-50,미하일,좋습니다!! 요리는 맡겨 주십시오!!,"SetSprite(1, ""michael_smile"");"
4-51,전차장,다행이군. 저녁을 든든하게 먹어둬라.,
4-52,전차장,야간에는 기습 작전을 펼칠 수도 있으니.,
4-53,미하일,넵! 전차장님!,
4-54,미하일,"… 그런데, 그거 진짜로 실행하는 겁니까?","SetSprite(1, """");SetSprite(0, ""michael_basic"");"
4-55,전차장,민간인 구출 작전 말인가?,
4-56,미하일,구출이라 하니 그래도 죄책감은 덜해지긴 합니다만…,
4-57,미하일,아무래도 내키지 않는다고 해야 할까…,
4-58,,"좋은 말로 꾸민다 해도, 납치는 맞긴 하다.","SetSprite(0, """");"
4-59,,부정하기는 어렵다.,
4-60,,"하지만, 찝찝한 마음을 삼키고 눈을 한 번만 감는다면.",
4-61,,이건 전세를 한 번에 역전시킬 찬스이기도 하다.,
4-62,전차장,다시 생각해보자. 독일놈들이 의약품과 식량을 교환하자고 했지?,"SetSprite(0, ""irina_basic"");SetSprite(1, ""michael_basic"");"
4-63,미하일,네 맞습니다.,
4-64,전차장,의약품을 굳이 찾는다는 건 부상자가 있다는 의미고.,
4-65,미하일,그렇겠지요?,
4-66,전차장,저 피도 눈물도 없는 적 전차장이 부상병을 챙길 사람으로는 안 보인다.,
4-67,전차장,"그렇다면, 이는 민간인의 독단적인 행동이겠지?",
4-68,전차장,"민간인이기에, 군인이라면 하기 힘든 실수를 저질러 버린 셈이다.",
4-69,전차장,자신들의 상황을 우리에게 적나라하게 보여준 거지.,
4-70,이리나,"결국, 식료품을 준다는 걸 보니 우리보다도 수적으로 열세.","SetSprite(0, ""irina_smile"");"
4-71,이리나,거기엔 부상병도 포함되어 있다... 이 말입니까?,
4-72,전차장,이해가 빠르군.,
4-73,전차장,우리처럼 4명만 있어도 매번 식사에 들어가는 식량이 적지 않다.,"SetSprite(0, ""irina_basic"");"
4-74,전차장,"하지만 적은, 안 그래도 부족한 식료품을 의약품과의 교환에 쓰려고 하고 있다.",
4-75,미하일,식수 인원이 적다는 뜻이겠군요.,
4-76,전차장,"그렇지. 즉, 우리보다 병력이 결코 많지 않다는 의미이다.",
4-77,전차장,"그나마도 부상병이 포함되어 있으니, 승산이 있다는 거다.",
4-78,미하일,상황은 알겠습니다.,
4-79,미하일,"그래도, 민간인을 납치하는 건... 어쩐지 내키지는 않는군요.",
4-80,이리나,… 어떻게 하십니까?,
4-81,전차장,음…,"StopBGM(""bgm05"",1.2);"
4-82,,,"MakeSelection(""이런 기회를 버릴 수는 없다!! 기습이다!!"", ""다시 생각해보니 치사한 방법 같군. 기습은 취소다!!"", 653, 699);"
4-83,이리나,넵 알겠슴다. 그렇게 알고 준비하겠슴다!!,"SetSprite(1, """");SetSprite(0, ""irina_basic"");"
5-1,전차장,지금 상황에서는 이게 최선이겠지.,"SetSprite(0, """");SetSprite(1, """");"
5-2,전차장,그럼 충분히 쉬고 있도록!,
5-3,,,"MakeTitle(""오후 8시. 폐가 내부""); SetBackground(""ruin_night_in"");PlayBGM(""bgm19"");SetDateTime(""1943.08.04 20:00"");"
5-4,레베카,읍!! 읍!!!,"SetSprite(0, ""rebecca_cry_1"");"
5-5,미하일,으.. 죄송해요 아가씨.,"SetSprite(0, ""michael_shock"");"
5-6,미하일,좀 있다 다시 구해주러 오겠습니다!!,
5-7,소냐,미하일!! 작전에 집중해!!,"SetSprite(0, ""sonya_angry"");SetSprite(1, "" michael_angry"");"
5-8,,민간인이 공포에 질린 듯 떨고 있지만 어쩔 수 없다.,"SetSprite(1, """");SetSprite(0, ""rebecca_cry_1"");"
5-9,,작전 개시 10분 전.,
5-10,,"폐가에 미리 매복한 후, 물물교환을 위해 찾아온 민간인을 제압.",
5-11,,즉시 포박하고 재갈을 물려두었다.,
5-12,,양심의 가책은 느껴지지만… 이제 기습만 남았다.,"SetSprite(0, """");"
5-13,전차장,"좋아, 장구류를 확인해라.","PlaySFX(""weapons_reload"");"
5-14,전차장,접근 후 이리나는 수류탄으로 포구를 무력화시켜라.,"SetSprite(0, ""irina_basic"");"
5-15,전차장,나머지 사람들은 나를 따라 적을 제압한다!,"SetSprite(0, ""sonya_angry"");SetSprite(1, "" michael_angry"");"
5-16,전차장,그럼 돌격!!,
5-17,소냐,넵!!!,
5-18,,작지만 단호한 목소리로 결의를 다진다.,"SetSprite(0, """");SetSprite(1, """");"
5-19,,적이 이변을 눈치채기 전에 제압한다!,
5-20,,폐가의 문을 박차고 뛰쳐나간다.,"PlaySFX(""door_open"");"
5-21,,희미한 달빛에 적 전차의 실루엣이 파랗게 비친다.,"SetBackground(""pzIV_mud_night"");"
5-22,,가깝다!,
5-23,,빠르게 달려 나가서 제압한다!,
5-24,,적 전차까지 50미터…,
5-25,,30미터…!,"StopBGM(""bgm19"",1.2);"
5-26,,"<i><b> ""달칵"" </b></i>","PlaySFX(""weapons_use"");"
5-27,전차장,부비트랩??!!,
5-28,전차장,엎드려….!!,
5-29,,"<i><b> ""쾅!!!"" </b></i>","PlayBGM(""bgm03"");PlaySFX(""grenade_bomb"");MakeEffect(""explode"", 2.0);"
5-30,,폭발음에 귀가 멍해지면서 의식이 아득해진다.,"PlaySFX(""speaker"");"
5-31,,몸을 일으켜 세워야… 하는데…,
5-32,,다리가 움직이지 않는다…,
5-33,소냐,전차장님!! 전차장님!!!,"SetSprite(0, ""sonya_cry"");PlaySFX(""ppsh41_shot_1"");"
5-34,이리나,큭… 실패임다!! 퇴각해야함다!!!,"SetSprite(0, ""irina_angry"");"
5-35,,사격음과 비명 소리가 아득하게 들려온다.,"SetSprite(0, """");"
5-36,,"<i><b> ""쾅!!!"" </b></i>","PlaySFX(""grenade_bomb"");MakeEffect(""explode"", 2.0);"
5-37,,또다시 굉음이 들린다.,
5-38,,"<i><b> ""철퍽"" </b></i>","PlaySFX(""sticky"");"
5-39,,"살점이 분리되고, 뼈가 으스러지는 소리가 들린다.","PlaySFX(""bonesetting"");"
5-40,,그리고… 비릿한 피 냄새가 뒤이어 올라온다.,
5-41,,몸이.. 움직이지 않는다…,
5-42,,의식도…,
5-43,,흐릿해진다…,
5-44,,…..,
5-45,,<b> GAME OVER </b>,GameOver();
5-46,,,
6-1,전차장,지금 상황에서는 이게 최선이겠지.,"SetSprite(0, """");SetSprite(1, """");"
6-2,전차장,그럼 충분히 쉬고 있도록!,
6-3,,,"MakeTitle(""오후 8시. 폐가 내부"");SetBackground(""ruin_night_in""); SetDateTime(""1943.08.04 20:00"");"
6-4,레베카,계세요? 들리시나요?,"SetSprite(0, ""rebecca_basic"");PlayBGM(""bgm08"");"
6-5,전차장,… 쉿!,"PlaySFX(""nature_sound_bug"");"
6-6,레베카,약속대로 와주셨군요!!,"SetSprite(0, ""rebecca_shock"");"
6-7,전차장,… 조용히 좀 하세요.,
6-8,레베카,괜찮아요!! 저희밖에 없는 걸요?,"SetSprite(0, ""rebecca_basic"");"
6-9,이리나,저도 있습니다…,"SetSprite(1, "" irina_basic"");"
6-10,레베카,힉!! 깜짝이야!!!,"SetSprite(0, ""rebecca_shock"");"
6-11,이리나,물건은 여기 있음다.,
6-12,이리나,용건만 마치고 얼른 가시죠…,
6-13,,탄약수는 뚱한 표정을 지으며 구급낭을 꺼내 든다.,"SetSprite(0, ""rebecca_basic"");PlaySFX(""weapons_use"");"
6-14,전차장,"아무튼, 여기 길게 있어 봐야 서로 좋을 건 없죠.",
6-15,전차장,레베카 씨도 가지고 온 걸 보여주세요.,
6-16,레베카,"네, 약속대로 전투식량이랑 쇼카콜라 2개!","SetSprite(1, """");SetSprite(0, ""rebecca_smile_2"");"
6-17,레베카,쇼카콜라는 카페인 함량이 높으니까 한꺼번에 먹으면 큰일 나요!,"SetSprite(0, ""rebecca_shock"");"
6-18,전차장,… 걱정해줘서 고맙군요.,
6-19,레베카,"저도 예전에 모르고 한 통 전부 다 먹었는데, 한숨도 못 잔 거 있죠!","SetSprite(0, ""rebecca_smile_2"");"
6-20,레베카,심장도 계속 쿵쾅. 쿵쾅.,
6-21,레베카,아주 큰일 날뻔했다구요!,"SetSprite(0, ""rebecca_angry"");"
6-22,,방금 겪었던 일인 것처럼 괴로운 표정을 지으며 말한다.,
6-23,,"말도 많고, 표정도 다양한 사람이군.",
6-24,이리나,"그럼, 확인해보겠습니다.","SetSprite(0, ""irina_basic"");SetSprite(1, "" rebecca_basic"");"
6-25,이리나,당신도 제대로 받았는지 확인해 보시길.,
6-26,레베카,넵! 하사님!,"SetSprite(1, "" rebecca_smile_2"");"
6-27,,"과장되게 경례를 하고, 구급낭을 조심스럽게 살펴보고 있다.","SetSprite(1, """");SetSprite(0, ""rebecca_basic"");PlaySFX(""weapons_use"");"
6-28,,달빛도 어르스름한 어두컴컴한 밤이다.,
6-29,,손으로 짚어서 형체를 파악하는 게 고작이다.,
6-30,레베카,이게… 붕대고…,
6-31,레베카,이건… 진통제… 맞죠?,
6-32,전차장,여유분 챙겨서 넣었으니 확실할 겁니다. 거짓말은 하지 않아요.,
6-33,레베카,헤헤! 다행이다.,"SetSprite(0, ""rebecca_smile_1"");"
6-34,전차장,부상이 심한가 봐요?,
6-35,레베카,"그 정도까진 아닌데, 엄살이 심하네요.",
6-36,전차장,아하? 움직일 수는 있나 봐요?,
6-37,레베카,"음, 그렇지요...?","SetSprite(0, ""rebecca_basic"");"
6-38,레베카,큰 부상은 아닌 듯해요. 전 문외한이라 잘 모르지만요!,
6-39,,묘하게 얼버무리는 모습이다.,
6-40,,넌지시 상황을 물어보면서 좀 더 탐색할 생각이었는데 틀렸다.,
6-41,,아마 적 전차장이 입단속을 단단히 시켰으리라.,
6-42,,더 이상 캐묻기는 어려울 듯하다.,
6-43,레베카,슬슬 가봐야겠어요!,"SetSprite(0, ""rebecca_smile_2"");"
6-44,레베카,대위님도 걱정하고 있을 거구요.,
6-45,전차장,"네, 어두운데 조심히 돌아가세요.",
6-46,레베카,그럼…,"SetSprite(0, ""rebecca_smile_1"");"
6-47,,"<i><b> ""꼬르륵"" </b></i>","StopBGM(""bgm08"",0.2);PlaySFX(""hungry"");"
6-48,이리나,음?,"SetSprite(0, ""irina_basic"");SetSprite(1, "" rebecca_smile_1"");"
6-49,이리나,왜 그런 눈으로 보십니까… 저 아님다…,
6-50,레베카,흐… 흐아….,"SetSprite(1, "" rebecca_shock"");PlayBGM(""bgm04"");"
6-51,,얼굴이 새빨개졌다.,"SetSprite(1, """");SetSprite(0, ""rebecca_shock"");"
6-52,,아마도 오늘 하루 종일 굶은 모양이다.,
6-53,,"그럼에도 식료품을 교환하러 왔다는 건, 아마 다른 사정이 있으리라.",
6-54,,그렇다면…,
6-55,,이제서야 조금은 실마리가 보이기 시작했다.,
6-56,전차장,레베카 씨?,
6-57,레베카,으… 네?,
6-58,전차장,"괜찮다면, 내일 아침 8시에 다시 여기로 와주실래요?",
6-59,전차장,저희가 오늘 잡은 오리고기가 남았어요.,
6-60,이리나,그건 제꺼…,"SetSprite(1, ""irina_basic"");"
6-61,,탄약수의 입을 급히 틀어막는다.,
6-62,전차장,조금 나눠드리려고 하는데 어떠세요?,
6-63,레베카,에? 받아도 될까요???,"SetSprite(1, """");"
6-64,레베카,다른 대가를 드려야 한다거나…?,
6-65,,반신반의하는 표정이다.,
6-66,전차장,아니에요. 도의적인 차원에서 드리는 거예요.,
6-67,전차장,전혀 부담 갖지 않아도 됩니다.,
6-68,레베카,음.. 생각 좀 해보고요.,"SetSprite(0, ""rebecca_basic"");"
6-69,,"<i><b> ""꼬르륵"" </b></i>","PlaySFX(""hungry"");"
6-70,레베카,으으…,"SetSprite(0, ""rebecca_angry"");"
6-71,,울 것 같은 표정을 짓는다.,
6-72,,이쯤 되면 불쌍한데.,
6-73,레베카,"생각해보니, 제가 손해 볼 일은 없군요!","SetSprite(0, ""rebecca_basic"");"
6-74,레베카,승낙하죠!,"SetSprite(0, ""rebecca_smile_2"");"
6-75,,생각이 빠르군.,
6-76,전차장,네! 좋습니다.,
6-77,레베카,내일 그럼 8시까지 오면 되는 거죠?,
6-78,레베카,치사하게 함정을 파놓는다든지…?,"SetSprite(0, ""rebecca_angry"");"
6-79,전차장,전혀 없습니다. 안심하세요.,
6-80,레베카,좋아요! 그럼 내일 뵐게요!,"SetSprite(0, ""rebecca_smile_2"");"
6-81,,"올 때보다 환한 표정을 지으며 작별 인사를 하더니, 이내 어둠 속으로 사라진다.",
6-82,이리나,… 못 줍니다.,"SetSprite(0, ""irina_basic"");"
6-83,전차장,준다고 약속했잖아.,
6-84,이리나,제 껍니다.,"SetSprite(0, ""irina_angry"");"
6-85,전차장,"이리나, 이건 미끼야.",
6-86,전차장,적을 낚기 위한 미끼라고.,
6-87,전차장,이제 곧 더 큰 먹잇감을 낚게 될 거야.,
6-88,이리나,알겠슴다... 믿어보겠음다.,"SetSprite(0, ""irina_basic"");"
6-89,이리나,"그나저나 저 사람, 추격해 봅니까?",
6-90,전차장,"아니, 그만두자.",
6-91,전차장,혹시라도 함정이 있을지도 모른다.,
6-92,전차장,날이 밝고 나서 확인해 봐도 늦지 않을 거다.,
6-93,이리나,알겠슴다.,
6-94,이리나,그럼 바로 이 시간부터 경계 근무 서도록 하겠습니다.,
6-95,전차장,음! 고생하도록.,"PlaySFX(""nature_sound_bug"");"
7-1,,,"StopBGMAll();SetSprite(0, """");MakeTitle(""1943년 8월 5일. 오전 6시 30분."");SetBackground(""ruin_day""); SetDateTime(""1943.08.05 06:30"");PlaySFX(""nature_sound_birds"");"
7-2,,"밤새 탄약수와 교대로 경계를 했고, 아직까지 특이 사항은 없다.","PlaySFX(""nature_sound_birds"");"
7-3,,벌써 10시간 가까이 4호 전차를 응시하고 있다. 하지만 바뀌는 건 없다.,
7-4,,하도 보다 보니 이젠 독일 전차 특유의 치메리트 코팅도 눈감고 그릴 수 있을 것 같다.,
7-5,이리나,흠냐… Cyka(망할)…!!,"SetSprite(0, ""irina_angry"");PlayBGM(""bgm20"");"
7-6,이리나,Zzzz…,"SetSprite(0, """");"
7-7,,… 잠버릇이 심하군.,
7-8,,"1시간 단위로 교대하기로 했지만, 조금 더 자게 놔두자.",
7-9,,탄약수도 어제 전투에 사냥까지 하느라 피곤했을 거라 생각한다.,
7-10,이리나,고기는… 내 꺼야….,
7-11,이리나,Блять(젠장)… Zzzz…,
7-12,,... 7시 정각에 바로 교대다.,
7-13,,경계 근무도 엄연히 작전이다. 시간은 준수해야지.,
7-14,전차장,후아암… 음?,
7-15,,"<i><b> ""철컹"" </b></i>","PlaySFX(""hatch_open"");"
7-16,,아침의 어르스름한 햇살 사이로 4호 전차의 해치가 움직이는 게 보였다.,
7-17,,권총을 손에 쥐고 은엄폐를 다시 한다.,
7-18,,"쌍안경을 꺼내 들어 시선을 해치에 고정하고, 탄약수를 깨우려 한 순간.","SetBackground(""pzIV_mud_day"");"
7-19,전차장,… 레베카 씨?,"SetSprite(0, ""rebecca_basic"");"
7-20,,의외의 인물의 등장에 적잖이 당황했다.,
7-21,레베카,읏차! 좋은 아침!!,"SetSprite(0, ""rebecca_smile_2"");"
7-22,,"전차 위에 서더니 기지개를 켜더니, 여기까지 들릴 정도로 크게 아침인사를 한다.",
7-23,,이런 상황에는 오히려 위험할 텐데. 습관인가.,
7-24,전차장,무슨 꿍꿍이인지 감도 안 오는군.,
7-25,,솔직히 지금쯤이면 상대편 전차장도 한 수를 둘 거라 예상했다.,"SetSprite(0, """");"
7-26,,"그런데, 예상은 보기 좋게 빗나갔다.",
7-27,,"독일군은 가만히 있는데, 민간인이 새벽에 먼저 움직인다?",
7-28,,"이해는 가지 않지만, 아무튼 계속 관찰키로 한다.",
7-29,레베카,으…,"SetSprite(0, ""rebecca_angry"");"
7-30,,"갑자기 곤란해 보이는 얼굴을 하더니, 이내 뭔가 결심한 표정을 짓는다.",
7-31,전차장,앗!!,"SetSprite(0, """");"
7-32,,갑자기 전차에서 뛰어내렸다!,
7-33,,…,
7-34,,무한궤도를 밟고 천천히 내려오는 편이 안전할 텐데.,
7-35,레베카,아파…,"SetSprite(0, ""rebecca_cry_1"");"
7-36,,하마터면 뛰어나갈 뻔했다.,
7-37,,2미터 가까이 되는 높이를 아무 준비도 없이 뛰어내린다니.,
7-38,,이쯤 되면 다치지 않는 게 천운이다.,
7-39,,쌍안경을 해치에서 황급히 레베카로 옮겨간다.,"PlaySFX(""weapons_use"");"
7-40,,힘이 없는지 풀썩 주저앉은 모습이 안쓰럽게 느껴진다.,
7-41,레베카,으… 괜찮아!! 오늘도 힘내자!!!,"SetSprite(0, ""rebecca_smile_1"");"
7-42,,이내 일어서더니만 갑자기 기합을 넣는다.,
7-43,,… 알기 어려운 사람이다.,
7-44,,"하지만, 이 전장 한복판 속에서도.",
7-45,,편안하고 포근한 느낌을 주는 신기한 사람이다.,
7-46,이리나,뭘 그리 혼자 웃으십니까?,"SetBackground(""ruin_day"");SetSprite(0, ""irina_basic"");"
7-47,전차장,어?????!!!!,
7-48,이리나,…?,
7-49,,언제 일어났지???,
7-50,이리나,"근데, 뭘 보고 계셨슴까?",
7-51,전차장,적… 적의 동태를 보고 있었다!!,
7-52,전차장,무방비하게도 방심하고 있는 적을 보니 웃음이 절로 나오더군!!,
7-53,이리나,음…,"SetSprite(0, ""irina_angry"");"
7-54,전차장,흠흠!!,
7-55,,주의를 돌리기 위해 괜스레 헛기침해본다.,
7-56,이리나,으음… 뭔가 이상한 느낌이 들었었는데…,
7-57,이리나,기분 탓일지도 모르겠슴다.,
7-58,,왠지 모르게 뚱한 표정이로군.,
7-59,,잠이 덜 깨서 그럴 거다.,
7-60,,아마도.,
7-61,전차장,아무튼!! 다행히 특이 사항은 없다.,"SetSprite(0, ""irina_basic"");"
7-62,전차장,무슨 일 생기면 바로 깨울 테니 쉬고 있도록.,
7-63,이리나,넵. 알겠슴다.,"SetSprite(0, ""irina_smile"");"
7-64,이리나,그러면 교대 시간까지 눈 좀 붙이겠슴다.,
7-65,이리나,하암~,"SetSprite(0, """");"
7-66,이리나,Zzzz…,
7-67,,하품을 크게 하더니 이내 곯아떨어진다.,
7-68,,…,
7-69,,아무튼 레베카를 다시 관찰해보기로 한다.,"SetBackground(""pzIV_mud_day"");"
7-70,,아까 위치에 서서 아침 체조를 하고 있었던 모양이다.,"SetSprite(0, ""rebecca_smile_1"");"
7-71,레베카,후하! 아침 공기!,"PlaySFX(""nature_sound_birds"");"
7-72,레베카,상쾌해.,
7-73,,체조를 마치고 심호흡을 크게 하더니만 만족스러운 표정을 짓는다.,
7-74,,"그리고 고개를 천천히 돌리더니, 이쪽을 뻔히 들여다본다.","SetSprite(0, ""rebecca_basic"");"
7-75,,탄약수와 이야기하느라 큰소리가 났었나.,
7-76,,위치를 눈치챈 모양이다. 방심했다.,
7-77,,무방비한 건 오히려 우리였나.,
7-78,레베카,여러분~!! 안녕하세요!!,"SetSprite(0, ""rebecca_smile_2"");"
7-79,,갑자기 큰 소리로 이쪽에 인사를 건넨다.,
7-80,레베카,시간 맞춰서 그쪽으로 건너갈게요!!,
7-81,전차장,뭐라 대꾸해줘야 할지 모르겠군.,
7-82,,여전히 전장에는 안 어울리는 사람이다.,"SetSprite(0, """");"
7-83,,…,
7-84,,아직 시간이 남았으니 세수라도 하고 올까.,"StopBGM(""bgm20"",0.8);"
8-1,,,"MakeTitle(""오전 8시. 폐가 내부.""); SetDateTime(""1943.08.05 08:00"");PlayBGM(""bgm03"");"
8-2,레베카,약속대로 시간 맞춰 왔습니다!!,"SetBackground(""ruin_day"");SetSprite(0, ""rebecca_smile_2"");"
8-3,미하일,하하하! 정말로 정각에 딱 맞춰 올 줄 몰랐습니다!,"SetSprite(1, "" michael_smile"");"
8-4,레베카,당연히 약속은 지켜야지요. 그쵸 전차장님?,"SetSprite(0, ""rebecca_smile_1"");"
8-5,,의기양양한 표정이다.,
8-6,,적진 한복판까지 걸어와서 먹을 걸 내놓으라니.,
8-7,,담력 하나만큼은 레닌 훈장을 받아도 부족함이 없을 것 같다.,
8-8,레베카,자! 도의적인 차원에서 얼른 주시죠!!,"SetSprite(1, """");SetSprite(0, ""rebecca_smile_2"");"
8-9,소냐,전차장님? 어떻게 하시려고요?,"SetSprite(0, ""sonya_shock"");"
8-10,전차장,당연히 약속한 내용은 지켜야지.,"SetSprite(0, """");"
8-11,,… 하지만 이렇게 당당하게 나오니 조금은 샘을 부리고 싶어진다.,"SetSprite(0, ""rebecca_basic"");"
8-12,전차장,"마침 우리도 아침 식사 준비 중인데, 드시고 가는 건 어때요?",
8-13,레베카,네??!!,"SetSprite(0, ""rebecca_shock"");"
8-14,,생각지도 못한 제의에 놀란 표정이다.,
8-15,전차장,가져가서 다시 조리하려면 시간도 걸릴 텐데요.,
8-16,전차장,게다가 우리 조종수가 오리 요리를 무척 잘합니다.,
8-17,미하일,오!! 모처럼의 손님이군요!,"SetSprite(1, "" michael_smile"");"
8-18,미하일,열렬히 환영합니다!!,
8-19,레베카,으… 저…,"SetSprite(0, ""rebecca_angry"");"
8-20,레베카,말씀은 고맙지만…,
8-21,레베카,저만 먹고 갈 수는 없어요!,
8-22,레베카,다른 사람들한테도 나눠주기로 했거든요!!,
8-23,,곤란한 표정을 짓더니 거절한다.,"SetSprite(0, """");SetSprite(1, """");"
